"source_table","source_field","source_value_raw","source_value_norm","student_id","match_type","match_confidence","evidence_fields"
"奖学金获奖.xlsx","XSBH","pjxyqxbj544","pjxyqxbj544","pjxyqxbj544","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj545","pjxyqxbj545","pjxyqxbj545","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj546","pjxyqxbj546","pjxyqxbj546","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj548","pjxyqxbj548","pjxyqxbj548","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj554","pjxyqxbj554","pjxyqxbj554","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj557","pjxyqxbj557","pjxyqxbj557","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj559","pjxyqxbj559","pjxyqxbj559","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj562","pjxyqxbj562","pjxyqxbj562","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj565","pjxyqxbj565","pjxyqxbj565","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj566","pjxyqxbj566","pjxyqxbj566","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj569","pjxyqxbj569","pjxyqxbj569","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj570","pjxyqxbj570","pjxyqxbj570","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj571","pjxyqxbj571","pjxyqxbj571","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj574","pjxyqxbj574","pjxyqxbj574","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj575","pjxyqxbj575","pjxyqxbj575","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj576","pjxyqxbj576","pjxyqxbj576","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj577","pjxyqxbj577","pjxyqxbj577","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj578","pjxyqxbj578","pjxyqxbj578","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj580","pjxyqxbj580","pjxyqxbj580","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj581","pjxyqxbj581","pjxyqxbj581","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj583","pjxyqxbj583","pjxyqxbj583","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj584","pjxyqxbj584","pjxyqxbj584","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj585","pjxyqxbj585","pjxyqxbj585","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj586","pjxyqxbj586","pjxyqxbj586","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj588","pjxyqxbj588","pjxyqxbj588","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj589","pjxyqxbj589","pjxyqxbj589","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj594","pjxyqxbj594","pjxyqxbj594","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj595","pjxyqxbj595","pjxyqxbj595","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj599","pjxyqxbj599","pjxyqxbj599","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj605","pjxyqxbj605","pjxyqxbj605","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj607","pjxyqxbj607","pjxyqxbj607","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj608","pjxyqxbj608","pjxyqxbj608","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj609","pjxyqxbj609","pjxyqxbj609","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj610","pjxyqxbj610","pjxyqxbj610","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj615","pjxyqxbj615","pjxyqxbj615","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj616","pjxyqxbj616","pjxyqxbj616","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj625","pjxyqxbj625","pjxyqxbj625","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj626","pjxyqxbj626","pjxyqxbj626","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj628","pjxyqxbj628","pjxyqxbj628","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj629","pjxyqxbj629","pjxyqxbj629","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj630","pjxyqxbj630","pjxyqxbj630","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj633","pjxyqxbj633","pjxyqxbj633","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj635","pjxyqxbj635","pjxyqxbj635","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj636","pjxyqxbj636","pjxyqxbj636","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj637","pjxyqxbj637","pjxyqxbj637","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj638","pjxyqxbj638","pjxyqxbj638","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj640","pjxyqxbj640","pjxyqxbj640","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj642","pjxyqxbj642","pjxyqxbj642","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj643","pjxyqxbj643","pjxyqxbj643","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj645","pjxyqxbj645","pjxyqxbj645","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj646","pjxyqxbj646","pjxyqxbj646","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj647","pjxyqxbj647","pjxyqxbj647","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj648","pjxyqxbj648","pjxyqxbj648","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj653","pjxyqxbj653","pjxyqxbj653","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj657","pjxyqxbj657","pjxyqxbj657","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj658","pjxyqxbj658","pjxyqxbj658","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj659","pjxyqxbj659","pjxyqxbj659","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj662","pjxyqxbj662","pjxyqxbj662","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj663","pjxyqxbj663","pjxyqxbj663","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj667","pjxyqxbj667","pjxyqxbj667","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj669","pjxyqxbj669","pjxyqxbj669","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj670","pjxyqxbj670","pjxyqxbj670","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj676","pjxyqxbj676","pjxyqxbj676","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj679","pjxyqxbj679","pjxyqxbj679","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj681","pjxyqxbj681","pjxyqxbj681","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj682","pjxyqxbj682","pjxyqxbj682","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj683","pjxyqxbj683","pjxyqxbj683","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj686","pjxyqxbj686","pjxyqxbj686","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj687","pjxyqxbj687","pjxyqxbj687","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj688","pjxyqxbj688","pjxyqxbj688","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj691","pjxyqxbj691","pjxyqxbj691","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj692","pjxyqxbj692","pjxyqxbj692","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj694","pjxyqxbj694","pjxyqxbj694","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj698","pjxyqxbj698","pjxyqxbj698","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj701","pjxyqxbj701","pjxyqxbj701","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj703","pjxyqxbj703","pjxyqxbj703","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj707","pjxyqxbj707","pjxyqxbj707","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj709","pjxyqxbj709","pjxyqxbj709","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj710","pjxyqxbj710","pjxyqxbj710","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj712","pjxyqxbj712","pjxyqxbj712","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj714","pjxyqxbj714","pjxyqxbj714","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj717","pjxyqxbj717","pjxyqxbj717","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj718","pjxyqxbj718","pjxyqxbj718","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj722","pjxyqxbj722","pjxyqxbj722","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj724","pjxyqxbj724","pjxyqxbj724","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj725","pjxyqxbj725","pjxyqxbj725","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj726","pjxyqxbj726","pjxyqxbj726","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj728","pjxyqxbj728","pjxyqxbj728","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj729","pjxyqxbj729","pjxyqxbj729","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj731","pjxyqxbj731","pjxyqxbj731","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj733","pjxyqxbj733","pjxyqxbj733","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj734","pjxyqxbj734","pjxyqxbj734","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj736","pjxyqxbj736","pjxyqxbj736","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj737","pjxyqxbj737","pjxyqxbj737","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj739","pjxyqxbj739","pjxyqxbj739","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj740","pjxyqxbj740","pjxyqxbj740","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj743","pjxyqxbj743","pjxyqxbj743","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj744","pjxyqxbj744","pjxyqxbj744","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj749","pjxyqxbj749","pjxyqxbj749","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj750","pjxyqxbj750","pjxyqxbj750","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj753","pjxyqxbj753","pjxyqxbj753","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj754","pjxyqxbj754","pjxyqxbj754","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj756","pjxyqxbj756","pjxyqxbj756","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj757","pjxyqxbj757","pjxyqxbj757","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj760","pjxyqxbj760","pjxyqxbj760","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj761","pjxyqxbj761","pjxyqxbj761","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj762","pjxyqxbj762","pjxyqxbj762","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj765","pjxyqxbj765","pjxyqxbj765","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj769","pjxyqxbj769","pjxyqxbj769","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj770","pjxyqxbj770","pjxyqxbj770","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj771","pjxyqxbj771","pjxyqxbj771","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj772","pjxyqxbj772","pjxyqxbj772","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj776","pjxyqxbj776","pjxyqxbj776","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj777","pjxyqxbj777","pjxyqxbj777","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj779","pjxyqxbj779","pjxyqxbj779","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj780","pjxyqxbj780","pjxyqxbj780","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj781","pjxyqxbj781","pjxyqxbj781","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj784","pjxyqxbj784","pjxyqxbj784","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj788","pjxyqxbj788","pjxyqxbj788","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj789","pjxyqxbj789","pjxyqxbj789","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj791","pjxyqxbj791","pjxyqxbj791","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj794","pjxyqxbj794","pjxyqxbj794","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj795","pjxyqxbj795","pjxyqxbj795","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj798","pjxyqxbj798","pjxyqxbj798","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj799","pjxyqxbj799","pjxyqxbj799","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj800","pjxyqxbj800","pjxyqxbj800","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj801","pjxyqxbj801","pjxyqxbj801","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj807","pjxyqxbj807","pjxyqxbj807","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj812","pjxyqxbj812","pjxyqxbj812","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj813","pjxyqxbj813","pjxyqxbj813","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj815","pjxyqxbj815","pjxyqxbj815","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj817","pjxyqxbj817","pjxyqxbj817","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj818","pjxyqxbj818","pjxyqxbj818","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj823","pjxyqxbj823","pjxyqxbj823","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj827","pjxyqxbj827","pjxyqxbj827","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj828","pjxyqxbj828","pjxyqxbj828","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj829","pjxyqxbj829","pjxyqxbj829","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj830","pjxyqxbj830","pjxyqxbj830","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj831","pjxyqxbj831","pjxyqxbj831","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj832","pjxyqxbj832","pjxyqxbj832","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj834","pjxyqxbj834","pjxyqxbj834","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj835","pjxyqxbj835","pjxyqxbj835","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj838","pjxyqxbj838","pjxyqxbj838","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj840","pjxyqxbj840","pjxyqxbj840","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj841","pjxyqxbj841","pjxyqxbj841","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj846","pjxyqxbj846","pjxyqxbj846","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj848","pjxyqxbj848","pjxyqxbj848","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj851","pjxyqxbj851","pjxyqxbj851","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj853","pjxyqxbj853","pjxyqxbj853","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj854","pjxyqxbj854","pjxyqxbj854","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj857","pjxyqxbj857","pjxyqxbj857","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj858","pjxyqxbj858","pjxyqxbj858","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj861","pjxyqxbj861","pjxyqxbj861","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj862","pjxyqxbj862","pjxyqxbj862","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj864","pjxyqxbj864","pjxyqxbj864","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj866","pjxyqxbj866","pjxyqxbj866","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj867","pjxyqxbj867","pjxyqxbj867","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj868","pjxyqxbj868","pjxyqxbj868","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj869","pjxyqxbj869","pjxyqxbj869","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj871","pjxyqxbj871","pjxyqxbj871","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj872","pjxyqxbj872","pjxyqxbj872","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj876","pjxyqxbj876","pjxyqxbj876","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj879","pjxyqxbj879","pjxyqxbj879","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj884","pjxyqxbj884","pjxyqxbj884","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj885","pjxyqxbj885","pjxyqxbj885","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj888","pjxyqxbj888","pjxyqxbj888","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj889","pjxyqxbj889","pjxyqxbj889","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj893","pjxyqxbj893","pjxyqxbj893","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj895","pjxyqxbj895","pjxyqxbj895","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj896","pjxyqxbj896","pjxyqxbj896","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj897","pjxyqxbj897","pjxyqxbj897","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj898","pjxyqxbj898","pjxyqxbj898","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj903","pjxyqxbj903","pjxyqxbj903","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj905","pjxyqxbj905","pjxyqxbj905","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj907","pjxyqxbj907","pjxyqxbj907","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj909","pjxyqxbj909","pjxyqxbj909","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj910","pjxyqxbj910","pjxyqxbj910","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj911","pjxyqxbj911","pjxyqxbj911","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj914","pjxyqxbj914","pjxyqxbj914","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj915","pjxyqxbj915","pjxyqxbj915","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj918","pjxyqxbj918","pjxyqxbj918","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj919","pjxyqxbj919","pjxyqxbj919","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj921","pjxyqxbj921","pjxyqxbj921","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj922","pjxyqxbj922","pjxyqxbj922","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj927","pjxyqxbj927","pjxyqxbj927","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj928","pjxyqxbj928","pjxyqxbj928","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj929","pjxyqxbj929","pjxyqxbj929","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj932","pjxyqxbj932","pjxyqxbj932","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj933","pjxyqxbj933","pjxyqxbj933","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj935","pjxyqxbj935","pjxyqxbj935","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj940","pjxyqxbj940","pjxyqxbj940","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj945","pjxyqxbj945","pjxyqxbj945","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj947","pjxyqxbj947","pjxyqxbj947","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj948","pjxyqxbj948","pjxyqxbj948","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj949","pjxyqxbj949","pjxyqxbj949","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj950","pjxyqxbj950","pjxyqxbj950","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj952","pjxyqxbj952","pjxyqxbj952","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj953","pjxyqxbj953","pjxyqxbj953","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj954","pjxyqxbj954","pjxyqxbj954","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj955","pjxyqxbj955","pjxyqxbj955","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj957","pjxyqxbj957","pjxyqxbj957","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj961","pjxyqxbj961","pjxyqxbj961","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj964","pjxyqxbj964","pjxyqxbj964","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj967","pjxyqxbj967","pjxyqxbj967","exact","high","identity:XSBH -> student_id"
"奖学金获奖.xlsx","XSBH","pjxyqxbj968","pjxyqxbj968","pjxyqxbj968","exact","high","identity:XSBH -> student_id"
