"student_id","XB","NJ","XSM","ZYM","YX","ZY","BJ"
"pjxtzxfj986","女","2020级","光电工程学院","电子科学与技术（第二学士学位）","物理与光电工程学院","电子科学与技术（第二学士学位）","22005011"
"pjxtzxfj994","女","2020级","光电工程学院","电子科学与技术（第二学士学位）","物理与光电工程学院","电子科学与技术（第二学士学位）","22005011"
"pjxuqwbj443","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj445","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj446","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj449","女","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj450","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj454","女","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj460","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj461","女","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj463","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj468","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj470","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj472","女","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj473","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj474","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj476","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj477","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj478","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj479","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj483","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj485","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj488","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj489","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj490","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj491","女","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj492","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj495","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj496","男","2021级","机电工程学院","工业设计","机电工程学院","工业设计","2104021"
"pjxuqwbj497","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj498","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj499","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj500","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj503","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj505","女","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj507","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj508","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj511","男","2021级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2104052"
"pjxuqwbj512","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj515","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014023"
"pjxuqwbj516","女","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj517","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj519","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj525","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj526","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj527","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj528","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj529","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj535","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj536","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj537","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxuqwbj538","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj539","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj540","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj545","女","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj546","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001018"
"pjxuqwbj547","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj551","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj552","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj558","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxuqwbj559","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj562","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj564","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005018"
"pjxuqwbj565","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj566","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj568","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj571","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj572","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj573","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxuqwbj574","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj580","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxuqwbj581","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj582","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj583","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj584","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxuqwbj585","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj586","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj588","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj589","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj591","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001011"
"pjxuqwbj593","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj594","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj600","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj605","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj606","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj608","女","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj609","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj610","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj615","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj618","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj619","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj621","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj622","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj624","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj631","男","2021级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2104012"
"pjxuqwbj632","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj633","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj634","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxuqwbj637","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj638","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj639","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj641","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj642","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj643","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj644","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj647","男","2020级","空间科学与技术学院","空间科学与技术","空间科学与技术学院","空间科学与技术","2016029"
"pjxuqwbj648","男","2020级","空间科学与技术学院","空间科学与技术","空间科学与技术学院","空间科学与技术","2016029"
"pjxuqwbj650","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj651","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj654","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj655","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj658","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005012"
"pjxuqwbj659","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj661","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003019"
"pjxuqwbj663","女","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005019"
"pjxuqwbj665","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj666","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj673","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj674","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj676","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj677","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj678","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxuqwbj679","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj686","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj687","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj691","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj692","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj694","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj695","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj698","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj699","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004012"
"pjxuqwbj701","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj705","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj708","女","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj711","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj712","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj713","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj714","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj715","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxuqwbj717","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj719","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj721","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxuqwbj723","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj724","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj726","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002018"
"pjxuqwbj731","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj733","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj734","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj735","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj738","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj739","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002018"
"pjxuqwbj745","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj748","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj750","女","2021级","机电工程学院","工业设计","机电工程学院","工业设计","2104021"
"pjxuqwbj751","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj755","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj757","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003058"
"pjxuqwbj758","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj760","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj761","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj763","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj766","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005018"
"pjxuqwbj767","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004052"
"pjxuqwbj770","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj772","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj773","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj774","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj778","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj781","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj783","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004032"
"pjxuqwbj784","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003058"
"pjxuqwbj785","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj786","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj787","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj788","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj796","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj797","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj799","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj800","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj803","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj804","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj805","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj806","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj811","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj812","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj814","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj818","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj826","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj829","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj830","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj831","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014028"
"pjxuqwbj833","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj837","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj838","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj839","女","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj840","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002011"
"pjxuqwbj845","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj847","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj848","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj850","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj853","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj854","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj857","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj858","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj861","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj870","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj871","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj873","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003058"
"pjxuqwbj876","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj877","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj878","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj879","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj881","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj883","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj890","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj892","女","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004078"
"pjxuqwbj894","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj898","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj903","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj904","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj905","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj906","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj914","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001012"
"pjxuqwbj915","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj916","男","2020级","机电工程学院","工业设计","机电工程学院","工业设计","2004021"
"pjxuqwbj917","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj918","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj925","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj927","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxuqwbj928","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj930","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxuqwbj933","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj935","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj937","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002015"
"pjxuqwbj944","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014028"
"pjxuqwbj947","女","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj950","男","2020级","机电工程学院","机器人工程","机电工程学院","机器人工程","2004071"
"pjxuqwbj952","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj953","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj954","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj955","男","2020级","空间科学与技术学院","空间科学与技术","空间科学与技术学院","空间科学与技术","2016029"
"pjxuqwbj956","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj958","男","2020级","机电工程学院","电子封装技术","机电工程学院","电子封装技术","2004061"
"pjxuqwbj962","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj967","男","2020级","机电工程学院","自动化","机电工程学院","自动化","2004031"
"pjxuqwbj974","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj976","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj980","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj985","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj986","女","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj988","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj992","男","2020级","机电工程学院","机械设计制造及其自动化","机电工程学院","机械设计制造及其自动化","2004011"
"pjxuqwbj993","女","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuqwbj994","男","2020级","机电工程学院","电气工程及其自动化","机电工程学院","电气工程及其自动化","2004041"
"pjxuqwbj996","男","2020级","机电工程学院","测控技术与仪器","机电工程学院","测控技术与仪器","2004051"
"pjxuzsfj977","男","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj978","男","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj980","女","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj981","男","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj983","男","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj984","男","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
"pjxuzsfj988","女","2020级","机电工程学院","电子封装技术（第二学士学位）","机电工程学院","电子封装技术（第二学士学位）","22004061"
